post_title,post_slug,post_status,post_type,post_category,post_content,post_address,city,region,zip,country,post_latitude,post_longitude,geodir_contact_phone,geodir_email,geodir_website,geodir_practice_name,street,geodir_license_type,geodir_license_number,geodir_license_state,geodir_license_verified,geodir_specializations,geodir_insurance_accepted,geodir_sliding_scale,geodir_price_range_min,geodir_price_range_max,geodir_session_length,geodir_telehealth,geodir_telehealth_platform,geodir_accepting_new_patients,geodir_wait_time,geodir_languages,geodir_therapy_approaches,geodir_age_groups_served,geodir_gender,geodir_years_experience,geodir_education,geodir_profile_image_url,geodir_google_rating,geodir_google_review_count,geodir_last_verified_date,geodir_data_source,geodir_enrichment_status
East River Psychiatry,east-river-psychiatry-bluefield-va,publish,gd_place,Therapist,"East River Psychiatry (MD/Psychiatrist) in Bluefield, VA. Specializes in Anxiety, Bipolar Disorder, Depression.","105 Westwood Cmns, Bluefield, VA 24605",Bluefield,VA,24605,US,37.240486,-81.2455713,(276) 235-6232,,https://www.eastriverpsychiatry.com,,105 Westwood Cmns,MD/Psychiatrist,,VA,,"Anxiety, Bipolar Disorder, Depression",,Unknown,,,,Unknown,,Unknown,,,,,,,"MD
Board Certified Psychiatrst",,4.2,20,2026-02-18,outscraper,enriched_basic
"Dr. Virginia Summerville, MD, PLLC - Child & Adolescent Psychiatrist",dr-virginia-summerville-md-pllc-child-adolescent-psychiatrist-hauppauge-ny,publish,gd_place,Therapist,"Dr. Virginia Summerville, MD, PLLC - Child & Adolescent Psychiatrist (MD/Psychiatrist) in Hauppauge, NY. Specializes in Child/Adolescent, Couples/Marriage, Family.","750 Veterans Memorial Hwy Ste 202, Hauppauge, Ny 11788",Hauppauge,NY,11788,US,40.8211495,-73.2069654,(718) 225-3565,,http://www.drsummerville.com,,750 Veterans Memorial Hwy STE 202,MD/Psychiatrist,,NY,,"Child/Adolescent, Couples/Marriage, Family",,Unknown,,,,Unknown,,Unknown,,,,,,,,,,0,2026-02-18,outscraper,enriched_basic
UVA Health Psychiatric Medicine Northridge,uva-health-psychiatric-medicine-northridge-charlottesville-va,publish,gd_place,Therapist,"UVA Health Psychiatric Medicine Northridge (MD/Psychiatrist) in Charlottesville, VA. Specializes in Child/Adolescent.","2955 Ivy Rd. (250 West, 2955 Ivy Rd. (250 West # 210, Charlottesville, VA 22903",Charlottesville,VA,22903,US,38.0512537,-78.54852919999999,(434) 243-4646,,https://uvahealth.com/locations/Psychiatric-Medicine-Northridge-LOC0000237720%3Futm_source%3Dpressganey%26utm_medium%3Dlistings,,"2955 Ivy Rd. (250 West, 2955 Ivy Rd. (250 West # 210",MD/Psychiatrist,,VA,,Child/Adolescent,,Unknown,,,,Unknown,,Unknown,,,,,,,* [about uva health](https://www.uvahealth.com/about),,2.3,15,2026-02-18,outscraper,enriched_basic
"Rashida N. Gray, MD",rashida-n-gray-md-richmond-va,publish,gd_place,Therapist,"Rashida N. Gray, MD (MD/Psychiatrist) in Richmond, VA. Specializes in ADHD, Anxiety, Life Transitions, PTSD/Trauma, Stress Management. Accepts Self-Pay Only. Currently accepting new patients.","5318 Patterson Ave, Richmond, VA 23226",Richmond,VA,23226,US,37.5770763,-77.509135,(804) 482-0464,,http://www.graymdpsychiatry.com,,5318 Patterson Ave,MD/Psychiatrist,,VA,,"ADHD, Anxiety, Life Transitions, PTSD/Trauma, Stress Management",Self-Pay Only,Unknown,,,,Unknown,,Yes,,,"CBT, EMDR",,,,* lifestyle and wellness recommendations; * supportive psychotherapy; MD Psychiatry Logo](https://static.wixstatic.com/media/e2d48f_eff47996214e4bd5abe00d33f3b5987b~mv2.png/,,5.0,5,2026-02-18,outscraper,enriched_full
Capitol Psychiatry,capitol-psychiatry-mclean-va,publish,gd_place,Therapist,"Capitol Psychiatry (MD/Psychiatrist) in McLean, VA.","6819 Elm St, Mclean, VA 22101",McLean,VA,22101,US,38.9348166,-77.1788461,(703) 785-0094,,http://www.capitolpsychiatry.com,,6819 Elm St,MD/Psychiatrist,,VA,,,,Unknown,,,,Unknown,,Unknown,,,,,,,,,,0,2026-02-18,outscraper,enriched_basic
Relief Healing Mental Health Services LLC,relief-healing-mental-health-services-llc-gainesville-va,publish,gd_place,Therapist,"Relief Healing Mental Health Services LLC (MD/Psychiatrist) in Gainesville, VA. Specializes in Chronic Illness, Sleep Issues.","7551 Somerset Crossing Dr #103, Gainesville, VA 20155",Gainesville,VA,20155,US,38.7932594,-77.6289042,(703) 987-7141,,https://rhmhservices.com,,7551 Somerset Crossing Dr #103,MD/Psychiatrist,,VA,,"Chronic Illness, Sleep Issues",,Unknown,,,,Unknown,,Unknown,,,,,,,"from jacksonville university, master of science in health care informatics and a doctor of nursing practice from grand canyon university. he obtained a post-master degree as a psychiatric mental healt; ms that pose challenges to your health. We use medication judiciously and incorporate lifestyle changes",,,0,2026-02-18,outscraper,enriched_basic
Proactive Psychiatry,proactive-psychiatry-washington-dc,publish,gd_place,Therapist,"Proactive Psychiatry (MD/Psychiatrist) in Washington, DC. Specializes in ADHD, Addiction, Anxiety, Bipolar Disorder, Child/Adolescent. Accepts Horizon BCBS, Out-of-Network.","1629 K St NW #300, Washington, DC 20006",Washington,DC,20006,US,38.9028651,-77.0378535,(202) 640-5502,,https://www.proactivepsychiatry.com,,1629 K St NW #300,MD/Psychiatrist,,DC,,"ADHD, Addiction, Anxiety, Bipolar Disorder, Child/Adolescent, Chronic Illness, Depression, Eating Disorders, Grief, Sleep Issues, Stress Management","Horizon BCBS, Out-of-Network",Unknown,,,,Unknown,,Unknown,,ASL,,,,,"and training . as nurses, our approach to care tends to be more holistic. we have the bedside experience that helps us connect with patients as people!; ms.
[Request a Free Intro](https://www.proactivepsychiatry.com/book-now)",,5.0,2,2026-02-18,outscraper,enriched_full
Stage William MD,stage-william-md-falls-church-va,publish,gd_place,Therapist,"Stage William MD (MD/Psychiatrist) in Falls Church, VA.","6066 VA-7 #900A, Falls Church, VA 22041",Falls Church,VA,22041,US,38.8578536,-77.1418671,(703) 683-5085,,,,6066 VA-7 #900a,MD/Psychiatrist,,VA,,,,,,,,,,,,,,,,,,,5.0,3,2026-02-18,outscraper,cleaned
Advanced Neuropsychology LLC,advanced-neuropsychology-llc-clark-nj,publish,gd_place,Therapist,"Advanced Neuropsychology LLC (MD/Psychiatrist) in Clark, NJ. Specializes in ADHD, Child/Adolescent, Family. Accepts Kaiser Permanente.","100 Walnut Ave Suite 210, Clark, Nj 07066",Clark,NJ,07066,US,40.6299161,-74.30329619999999,(908) 279-4030,,http://www.advneuropsych.com,,100 Walnut Ave Suite 210,MD/Psychiatrist,,NJ,,"ADHD, Child/Adolescent, Family",Kaiser Permanente,Unknown,,,,Unknown,,Unknown,,,,,,,,,5.0,26,2026-02-18,outscraper,enriched_full
"Dr. William M. Byne, MD",dr-william-m-byne-md-new-york-ny,publish,gd_place,Therapist,"Dr. William M. Byne, MD (MD/Psychiatrist) in New York, NY.","5 E 98Th St, New York, Ny 10029",New York,NY,10029,US,40.7890329,-73.95384589999999,(718) 584-9000,,http://www.bronx.va.gov,,5 E 98th St,MD/Psychiatrist,,NY,,,,Unknown,,,,Unknown,,Unknown,,,ACT,,,,ms are deeply experienced and guided by the needs of Veterans,,,0,2026-02-18,outscraper,enriched_basic
Child Adolescent Psychiatry,child-adolescent-psychiatry-mclean-va,publish,gd_place,Therapist,"Child Adolescent Psychiatry (MD/Psychiatrist) in McLean, VA.","1495 Chain Bridge Rd Ste 300, Mclean, VA 22101",McLean,VA,22101,US,38.9301383,-77.1806237,(571) 435-3334,,,,1495 Chain Bridge Rd STE 300,MD/Psychiatrist,,VA,,,,,,,,,,,,,,,,,,,,0,2026-02-18,outscraper,cleaned
"Tatiana Menick, M.D.",tatiana-menick-md-falls-church-va,publish,gd_place,Therapist,"Tatiana Menick, M.D. (MD/Psychiatrist) in Falls Church, VA. Specializes in ADHD, Anxiety, Bipolar Disorder, Child/Adolescent, Depression.","300 N Washington St #301, Falls Church, VA 22046",Falls Church,VA,22046,US,38.8838752,-77.1682415,(571) 730-4938,,http://drtatianamenick.com,,300 N Washington St #301,MD/Psychiatrist,,VA,,"ADHD, Anxiety, Bipolar Disorder, Child/Adolescent, Depression, Eating Disorders, OCD, PTSD/Trauma, Perinatal/Postpartum, Stress Management",,Unknown,,,,Unknown,,Unknown,,,Psychodynamic,,,,"M.D. - Psychiatrist in Falls Church; M.D.
# Adult Psychiatry; ms with themselves and those around them. The goal for all of us is to achieve mastery over our lives",,4.5,2,2026-02-18,outscraper,enriched_basic
"The Child & Family Counseling Group, PLC",the-child-family-counseling-group-plc-fairfax-va,publish,gd_place,Therapist,"The Child & Family Counseling Group, PLC in Fairfax, VA. Specializes in Anger Management, Child/Adolescent, Family.","10521 Rosehaven St #100, Fairfax, VA 22030",Fairfax,VA,22030,US,38.8757757,-77.3081138,(703) 352-3822,,https://www.childandfamilycounseling.com,,10521 Rosehaven St #100,,,VA,,"Anger Management, Child/Adolescent, Family",,Unknown,,,,Unknown,,Unknown,,,"Play Therapy, Psychodynamic",,,,](https://www.childandfamilycounseling.com/cogmed-working-memory-training); ](https://www.childandfamilycounseling.com/articles); M.D. ](https://www.childandfamilycounseling.com/david-clayton-m-d),,4.1,40,2026-02-18,outscraper,enriched_basic
"Dr. James T. Thornburgh, MD",dr-james-t-thornburgh-md-alexandria-va,publish,gd_place,Therapist,"Dr. James T. Thornburgh, MD (MD/Psychiatrist) in Alexandria, VA. Specializes in ADHD, Anger Management, Child/Adolescent, Chronic Illness, Couples/Marriage. Accepts Kaiser Permanente.","8119 Holland Rd, Alexandria, VA 22306",Alexandria,VA,22306,US,38.7371939,-77.078717,(703) 360-6910,,http://www.fairfaxcounty.gov,,8119 Holland Rd,MD/Psychiatrist,,VA,,"ADHD, Anger Management, Child/Adolescent, Chronic Illness, Couples/Marriage, Family, Grief",Kaiser Permanente,Unknown,,,,Unknown,,Unknown,,Spanish,,,,,](https://www.fairfaxcounty.gov/topics/library-and-education); ](https://www.fcps.edu/registration/adult-and-community-education-registration); facilities and an increased tax basis from private development board of supervisors to consider county land sale resulting in new public safety training facilities and an increased tax basis from priv,,,0,2026-02-18,outscraper,enriched_full
Psychiatry On Video,psychiatry-on-video-ridgewood-nj,publish,gd_place,Therapist,"Psychiatry On Video (MD/Psychiatrist) in Ridgewood, NJ. Specializes in Addiction, Anxiety, Couples/Marriage, Depression, Family. Accepts Horizon BCBS, Medicare, Out-of-Network. Telehealth available.","171 E Ridgewood Ave, Ridgewood, Nj 07450",Ridgewood,NJ,07450,US,40.9794226,-74.1161147,(201) 470-4006,,http://psychiatryonvideo.com,,171 E Ridgewood Ave,MD/Psychiatrist,,NJ,,"Addiction, Anxiety, Couples/Marriage, Depression, Family, PTSD/Trauma","Horizon BCBS, Medicare, Out-of-Network",Unknown,,,,Yes - Video,,Unknown,,Spanish,"CBT, Motivational Interviewing, Psychodynamic",,,,and then with an msw degree. she has a background working with those who struggle with severe and persistent mental illness in both a community based partial care setting and a community inpatient hos; and from fordham university school of social work with an msw degree. she has a background of working with those who struggle with mental illness in a community based partial care setting. katie smith; in social work,,,0,2026-02-18,outscraper,enriched_full
Godfrey Elissa M MD,godfrey-elissa-m-md-alexandria-va,publish,gd_place,Therapist,"Godfrey Elissa M MD (MD/Psychiatrist) in Alexandria, VA. Specializes in ADHD, Anger Management, Child/Adolescent, Chronic Illness, Couples/Marriage. Accepts Kaiser Permanente.","8119 Holland Rd, Alexandria, VA 22306",Alexandria,VA,22306,US,38.7370744,-77.078661,(703) 360-6910,,http://www.fairfaxcounty.gov,,8119 Holland Rd,MD/Psychiatrist,,VA,,"ADHD, Anger Management, Child/Adolescent, Chronic Illness, Couples/Marriage, Family, Grief",Kaiser Permanente,Unknown,,,,Unknown,,Unknown,,Spanish,,,,,](https://www.fairfaxcounty.gov/topics/library-and-education); ](https://www.fcps.edu/registration/adult-and-community-education-registration); facilities and an increased tax basis from private development board of supervisors to consider county land sale resulting in new public safety training facilities and an increased tax basis from priv,,,0,2026-02-18,outscraper,enriched_full
Paluvoi Sobha MD,paluvoi-sobha-md-leesburg-va,publish,gd_place,Therapist,"Paluvoi Sobha MD (MD/Psychiatrist) in Leesburg, VA.","19415 Deerfield Ave #210, Leesburg, VA 20176",Leesburg,VA,20176,US,39.079406,-77.4771433,(703) 738-9982,,,,19415 Deerfield Ave #210,MD/Psychiatrist,,VA,,,,,,,,,,,,,,,,,,,5.0,8,2026-02-18,outscraper,cleaned
Dr. Rakesh K. Shah,dr-rakesh-k-shah-hopewell-va,publish,gd_place,Therapist,"Dr. Rakesh K. Shah (MD/Psychiatrist) in Hopewell, VA.","207 N 4Th Ave, Hopewell, VA 23860",Hopewell,VA,23860,US,37.3031686,-77.2906847,(804) 541-0918,,,,207 N 4th Ave,MD/Psychiatrist,,VA,,,,,,,,,,,,,,,,,,,4.0,2,2026-02-18,outscraper,cleaned
Ballad Health Medical Associates Integrated Behavioral Health Clinic,ballad-health-medical-associates-integrated-behavioral-health-clinic-lebanon-va,publish,gd_place,Therapist,"Ballad Health Medical Associates Integrated Behavioral Health Clinic in Lebanon, VA. Specializes in Addiction, Anger Management, Anxiety, Child/Adolescent, Depression. Telehealth available.","58 Carroll St Suite 3, Lebanon, VA 24266",Lebanon,VA,24266,US,36.8987787,-82.0785982,(276) 415-9160,,https://www.balladhealth.org/locations/behavioral-health/lebanon-va,,58 Carroll St Suite 3,,,VA,,"Addiction, Anger Management, Anxiety, Child/Adolescent, Depression, Family",,Unknown,,,,Yes - Video,,Unknown,,,,,,,minimum of 20 survey responses. We have not yet received the minimum number of surveys for this provider; MA clinic on Flannigan Avenue Lebanon Virginia exterior street view building](https://www.balladhealth,,5.0,3,2026-02-18,outscraper,enriched_basic
"Sara S. Nash, MD",sara-s-nash-md-new-york-ny,publish,gd_place,Therapist,"Sara S. Nash, MD (MD/Psychiatrist) in New York, NY.","622 W 168Th St, New York, Ny 10032",New York,NY,10032,US,40.8412426,-73.9409706,(212) 305-9985,,https://doctors.columbia.edu/us/ny/new-york/sara-s-nash-md-622-west-168th-street%3Futm_source%3Dyextgmb%26utm_medium%3Dorganic%26utm_campaign%3Dyext_doctor_listings,,622 W 168th St,MD/Psychiatrist,,NY,,,,Unknown,,,,Unknown,,Unknown,,,,,,,,,,0,2026-02-18,outscraper,enriched_basic
Vizcaino Federico MD,vizcaino-federico-md-chesapeake-va,publish,gd_place,Therapist,"Vizcaino Federico MD (MD/Psychiatrist) in Chesapeake, VA.","4041 Taylor Rd Ste G, Chesapeake, VA 23321",Chesapeake,VA,23321,US,36.8622511,-76.40372119999999,(757) 483-6404,,,,4041 Taylor Rd Ste G,MD/Psychiatrist,,VA,,,,,,,,,,,,,,,,,,,5.0,3,2026-02-18,outscraper,cleaned
Psychiatric News,psychiatric-news-washington-dc,publish,gd_place,Therapist,"Psychiatric News (MD/Psychiatrist) in Washington, DC.","800 Maine Ave SW, Washington, DC 20024",Washington,DC,20024,US,38.8808232,-77.0267047,(202) 559-3900,,https://psychiatryonline.org/journal/pn,,800 Maine Ave SW,MD/Psychiatrist,,DC,,,,Unknown,,,,Unknown,,Unknown,,,,,,,,,,0,2026-02-18,outscraper,enriched_basic
"Dr. Masood A. Mirza, MD",dr-masood-a-mirza-md-brooklyn-ny,publish,gd_place,Therapist,"Dr. Masood A. Mirza, MD (MD/Psychiatrist) in Brooklyn, NY. Specializes in Chronic Illness, Family, PTSD/Trauma.","800 Poly Pl, Brooklyn, Ny 11209",Brooklyn,NY,11209,US,40.6086933,-74.0243203,(718) 836-6600,,http://www.va.gov,,800 Poly Pl,MD/Psychiatrist,,NY,,"Chronic Illness, Family, PTSD/Trauma",,Unknown,,,,Unknown,,Unknown,,"Spanish, Tagalog",ACT,,,,"benefits to help pay for college and training programs; ms.
Apply for vocational rehabilitation services; ms for benefits",,,0,2026-02-18,outscraper,enriched_basic
"Dr. Nancy Forman, MD",dr-nancy-forman-md-brooklyn-ny,publish,gd_place,Therapist,"Dr. Nancy Forman, MD (MD/Psychiatrist) in Brooklyn, NY. Specializes in Chronic Illness, Family, PTSD/Trauma.","800 Poly Pl, Brooklyn, Ny 11209",Brooklyn,NY,11209,US,40.6086933,-74.0243203,(718) 836-6600,,http://www.va.gov,,800 Poly Pl,MD/Psychiatrist,,NY,,"Chronic Illness, Family, PTSD/Trauma",,Unknown,,,,Unknown,,Unknown,,"Spanish, Tagalog",ACT,,,,"benefits to help pay for college and training programs; ms.
Apply for vocational rehabilitation services; ms for benefits",,,0,2026-02-18,outscraper,enriched_basic
"Dr. Julia A. Golier, MD",dr-julia-a-golier-md-bronx-ny,publish,gd_place,Therapist,"Dr. Julia A. Golier, MD (MD/Psychiatrist) in Bronx, NY.","130 W Kingsbridge Rd, Bronx, Ny 10468",Bronx,NY,10468,US,40.868521,-73.90527209999999,(718) 584-9000,,http://www.bronx.va.gov,,130 W Kingsbridge Rd,MD/Psychiatrist,,NY,,,,Unknown,,,,Unknown,,Unknown,,,ACT,,,,ms are deeply experienced and guided by the needs of Veterans,,,0,2026-02-18,outscraper,enriched_basic
Focus Psychiatry and Wellness,focus-psychiatry-and-wellness-bedford-va,publish,gd_place,Therapist,"Focus Psychiatry and Wellness (MD/Psychiatrist) in Bedford, VA. Specializes in Addiction, Anxiety, Bipolar Disorder, Child/Adolescent, Chronic Illness. Accepts Anthem, BlueCross BlueShield, Cigna and 3 more. Currently accepting new patients.","155 W Main St, Bedford, VA 24523",Bedford,VA,24523,US,37.3348934,-79.52580859999999,(540) 305-3623,,https://www.focuspsychiatryandwellness.com,,155 W Main St,MD/Psychiatrist,,VA,,"Addiction, Anxiety, Bipolar Disorder, Child/Adolescent, Chronic Illness, Depression, Grief, Life Transitions, Sleep Issues","Anthem, BlueCross BlueShield, Cigna, Out-of-Network, Oxford Health, UnitedHealthcare",Unknown,50.0,200.0,,Unknown,,Yes,,,Solution-Focused,,,,"her Bachelor's of Science in Nursing from the University of Virginia, Master's of Science in Nursing from the University of South Florida; ms.
# Focus Psychiatry and Wellness; ms diagnostic assessments",,5.0,1,2026-02-18,outscraper,enriched_full
Gray MD Psychiatry,gray-md-psychiatry-henrico-va,publish,gd_place,Therapist,"Gray MD Psychiatry (MD/Psychiatrist) in Henrico, VA.","8545 Patterson Ave #206, Henrico, VA 23229",Henrico,VA,23229,US,37.5942495,-77.5654819,(804) 482-0464,,http://www.graymdpsychiatry.com/%3Futm_source%3Dgoogle%26utm_medium%3Dwix_google_business_profile%26utm_campaign%3D8456282133388063654,,8545 Patterson Ave #206,MD/Psychiatrist,,VA,,,,Unknown,,,,Unknown,,Unknown,,,,,,,,,4.6,10,2026-02-18,outscraper,enriched_basic
"Dr. Edward Brazaitis Sr, MD",dr-edward-brazaitis-sr-md-east-orange-nj,publish,gd_place,Therapist,"Dr. Edward Brazaitis Sr, MD (MD/Psychiatrist) in East Orange, NJ.","385 Tremont Ave, East Orange, Nj 07018",East Orange,NJ,07018,US,40.7525482,-74.23613639999999,(973) 676-1000,,http://www.newjersey.va.gov,,385 Tremont Ave,MD/Psychiatrist,,NJ,,,,Unknown,,,,Unknown,,Unknown,,,,,,,ms are deeply experienced and guided by the needs of Veterans,,,0,2026-02-18,outscraper,enriched_basic
Dr. Sumerta Manchandani,dr-sumerta-manchandani-chantilly-va,publish,gd_place,Therapist,"Dr. Sumerta Manchandani (MD/Psychiatrist) in Chantilly, VA.","14150 Parkeast Cir # 200, Chantilly, VA 20151",Chantilly,VA,20151,US,38.8718737,-77.43360059999999,(703) 324-7000,,,,14150 Parkeast Cir # 200,MD/Psychiatrist,,VA,,,,,,,,,,,,,,,,,,,,0,2026-02-18,outscraper,cleaned
Chester Ralph L MD,chester-ralph-l-md-lynchburg-va,publish,gd_place,Therapist,"Chester Ralph L MD (MD/Psychiatrist) in Lynchburg, VA.","2215 Langhorne Rd #102, Lynchburg, VA 24501",Lynchburg,VA,24501,US,37.4128943,-79.17486989999999,(434) 947-3944,,,,2215 Langhorne Rd #102,MD/Psychiatrist,,VA,,,,,,,,,,,,,,,,,,,,0,2026-02-18,outscraper,cleaned
Sutton Richard G MD,sutton-richard-g-md-falls-church-va,publish,gd_place,Therapist,"Sutton Richard G MD (MD/Psychiatrist) in Falls Church, VA.","6073 Arlington Blvd, Falls Church, VA 22044",Falls Church,VA,22044,US,38.8664279,-77.1426079,(703) 237-1669,,,,6073 Arlington Blvd,MD/Psychiatrist,,VA,,,,,,,,,,,,,,,,,,,5.0,1,2026-02-18,outscraper,cleaned
Carilion Mental Health Adult Outpatient Psychiatry - New River Valley,carilion-mental-health-adult-outpatient-psychiatry-new-river-valley-christiansburg-va,publish,gd_place,Therapist,"Carilion Mental Health Adult Outpatient Psychiatry - New River Valley (MD/Psychiatrist) in Christiansburg, VA.","2900 Lamb Cir Entrance #4, Christiansburg, VA 24073",Christiansburg,VA,24073,US,37.087262,-80.5057894,(540) 731-7311,,https://www.carilionclinic.org/locations/carilion-mental-health-adult-outpatient-psychiatry-new-river-valley%3Futm_source%3Dlocal-listing%26utm_medium%3Dorganic%26utm_campaign%3Dwebsite-link,,2900 Lamb Cir Entrance #4,MD/Psychiatrist,,VA,,,,,,,,,,,,,,,,,,,2.4,11,2026-02-18,outscraper,cleaned
